(882,507,2)
(414,302,2)
(252,970,2)
(449,43,2)
(745,193,2)
(704,448,2)
(200,23,2)
(758,24,2)
(141,241,2)
(106,944,2)
(314,272,2)
(500,152,2)
(458,966,2)
(299,98,2)
(169,315,2)
(130,325,2)
(120,394,2)
(526,501,2)
(696,37,2)
(927,519,2)
(916,359,2)
(970,782,2)
(862,911,2)
(439,792,1)
(55,517,2)
(239,851,2)
(0,293,2)
(249,320,2)
(589,663,2)
(205,202,2)
(738,946,1)
(313,311,2)
(999,963,2)
(59,15,2)
(133,608,2)
(182,977,2)
(138,827,2)
(109,593,2)
(597,18,1)
(1,71,2)
(975,959,2)
(269,568,2)
(972,179,1)
(440,404,2)
(809,959,2)
(122,364,2)
(418,607,2)
(208,679,2)
(749,919,2)
(137,56,1)
(529,857,2)
(255,497,2)
(606,153,2)
(315,447,2)
(299,835,1)
(985,402,2)
(8,375,1)
(391,164,2)
(387,394,2)
(385,133,2)
(634,130,2)
(931,445,2)
(458,27,2)
(675,507,2)
(504,34,2)
(913,474,2)
(715,541,2)
(245,831,2)
(274,203,1)
(17,86,2)
(875,904,2)
(217,204,2)
(702,175,2)
(672,379,2)
(213,13,2)
(733,640,2)
(768,314,2)
(644,204,2)
(175,977,2)
(111,606,2)
(26,742,2)
(934,634,2)
(578,422,2)
(97,295,2)
(539,636,2)
(60,127,2)
(772,994,2)
(598,44,2)
(34,804,2)
(852,913,2)
(31,153,2)
(319,31,2)
(610,547,2)
(971,232,2)
(28,618,2)
(333,478,2)
(568,200,2)
(356,73,1)
(787,649,2)
(442,54,2)
(627,159,2)
(715,849,2)
(608,141,2)
(450,646,2)
(745,805,2)
(533,572,2)
(192,474,2)
(843,686,2)
(269,162,2)
(181,452,2)
(132,737,2)
(44,698,2)
(771,536,2)
(362,256,2)
(116,511,2)
(644,369,1)
(296,137,2)
(589,31,2)
(81,743,1)
(885,900,2)
(443,81,2)
(982,369,2)
(748,205,2)
(173,334,1)
(525,135,1)
(475,442,1)
(940,204,2)
(516,156,2)
(440,205,2)
(979,684,2)
(853,228,1)
(688,954,2)
(973,852,1)
(691,236,2)
(424,471,2)
(995,112,2)
(852,723,2)
(228,579,2)
(755,352,2)
(89,889,2)
(130,367,2)
(517,906,2)
(951,510,2)
(812,884,2)
(550,45,2)
(514,582,2)
(763,693,1)
(278,910,2)
(26,193,2)
(682,565,2)
(933,335,2)
(318,140,2)
(745,764,2)
(636,439,1)
(415,969,2)
(331,288,2)
(707,751,2)
(668,364,2)
(744,975,2)
(844,878,2)
(713,946,2)
(954,885,2)
(252,890,2)
(793,324,2)
(45,777,2)
(757,222,2)
(111,671,2)
(910,380,2)
(605,22,1)
(409,864,2)
(616,47,2)
(202,954,2)
(6,715,1)
(295,101,1)
(888,380,2)
(10,955,2)
(857,393,1)
(906,149,2)
(798,283,2)
(168,152,2)
(283,901,2)
(888,453,2)
(682,529,2)
(392,589,2)
(18,250,2)
(902,877,2)
(328,236,2)
(459,821,2)
(741,852,2)
(701,95,2)
(360,838,2)
(470,79,2)
(21,11,1)
(344,593,2)
(747,864,2)
(643,622,1)
(599,118,2)
(630,229,2)
(628,14,2)
(802,227,2)
(916,206,2)
(563,259,1)
(111,611,2)
(27,225,2)
(366,343,2)
(211,713,2)
(542,469,2)
(515,704,2)
(359,99,2)
(843,180,2)
(853,118,2)
(638,374,2)
(114,199,2)
(680,172,2)
(85,286,2)
(127,249,2)
(342,232,2)
(961,548,2)
(732,268,2)
(538,390,2)
(158,585,2)
(369,610,2)
(709,43,2)
(593,662,2)
(521,785,1)
(323,106,2)
(60,190,2)
(765,590,2)
(217,284,2)
(289,118,2)
(108,208,2)
(640,508,2)
(814,273,2)
(995,566,1)
(261,910,2)
(45,649,2)
(736,558,2)
(247,653,2)
(395,435,2)
(94,719,2)
(670,869,2)
(62,138,2)
(505,879,2)
(361,196,2)
(420,400,2)
(265,405,1)
(963,427,2)
(96,722,2)
(388,514,2)
(470,93,2)
(628,352,2)
(292,259,1)
(535,690,2)
(957,577,2)
(65,71,2)
(613,816,2)
(717,564,2)
(950,942,2)
(473,393,2)
(479,583,2)
(734,867,2)
(713,331,2)
(852,781,2)
(445,878,2)
(331,822,2)
(122,542,2)
(55,608,2)
(942,90,2)
(516,440,2)
(998,484,2)
(186,406,2)
(957,283,2)
(609,55,2)
(897,71,2)
(282,98,2)
(959,697,2)
(64,872,2)
(174,808,2)
(158,857,2)
(914,70,2)
(280,972,1)
(294,175,2)
(556,856,2)
(349,752,2)
(305,627,2)
(606,958,2)
(926,357,2)
(41,773,2)
(836,552,2)
(829,613,2)
(491,175,2)
(806,219,2)
(626,89,2)
(575,457,2)
(171,920,2)
(730,170,2)
(542,467,2)
(111,888,2)
(385,722,2)
(51,569,2)
(832,216,2)
(342,557,2)
(32,990,2)
(286,535,2)
(920,503,2)
(709,731,2)
(506,157,2)
(165,756,2)
(113,535,2)
(312,686,2)
(295,82,2)
(97,731,2)
(910,342,2)
(557,64,2)
(395,821,2)
(744,544,2)
(624,767,2)
(531,899,2)
(928,850,2)
(9,316,2)
(653,3,2)
(995,218,2)
(661,924,2)
(601,906,2)
(935,617,2)
(479,391,2)
(391,53,1)
(455,913,2)
(622,136,2)
(190,519,2)
(125,36,2)
(259,876,2)
(408,551,2)
(377,373,2)
(658,623,2)
(961,440,2)
(866,628,2)
(421,549,2)
(921,412,1)
(558,548,2)
(897,799,2)
(961,138,2)
(501,976,2)
(481,370,2)
(820,48,2)
(316,91,2)
(435,723,2)
(96,294,1)
(532,171,2)
(746,730,2)
(231,908,2)
(778,872,2)
(634,389,2)
(467,434,2)
(127,846,2)
(904,18,2)
(349,235,2)
(589,675,2)
(757,467,2)
(462,688,2)
(230,870,2)
(19,424,2)
(158,792,2)
(928,851,2)
(6,233,2)
(316,763,2)
(265,218,2)
(773,783,2)
(648,19,2)
(398,100,2)
(560,85,2)
(416,959,2)
(197,974,2)
(374,279,2)
(703,373,2)
(354,664,2)
(630,139,2)
(904,477,2)
(776,847,2)
(853,674,2)
(642,841,1)
(473,705,2)
(136,888,2)
(284,908,2)
(846,777,2)
(741,755,2)
(578,538,2)
(137,532,2)
(687,574,2)
(456,628,2)
(166,861,2)
(370,306,2)
(173,179,2)
(748,785,2)
(683,817,2)
(222,16,2)
(313,474,2)
(815,132,2)
(828,222,2)
(223,681,2)
(218,38,2)
(154,246,2)
(151,534,2)
(394,719,2)
(426,229,2)
(97,130,2)
(338,981,2)
(572,487,2)
(164,988,2)
(322,811,2)
(306,446,2)
(92,195,2)
(163,68,2)
(567,593,2)
(801,973,2)
(871,143,2)
(268,324,2)
(835,651,2)
(747,94,2)
(254,733,2)
(185,927,2)
(681,792,2)
(706,660,1)
(478,313,2)
(271,919,2)
(30,672,2)
(714,703,2)
(169,738,2)
(839,1,2)
(874,671,2)
(390,769,2)
(973,166,2)
(707,621,2)
(331,345,2)
(151,4,2)
(644,956,2)
(53,319,1)
(524,369,2)
(763,215,2)
(865,690,2)
(92,398,1)
(919,682,2)
(752,991,2)
(285,564,2)
(639,886,2)
(316,680,2)
(606,549,2)
(777,7,2)
(902,318,2)
(368,402,2)
(586,30,2)
(282,378,2)
(197,840,2)
(564,888,2)
(852,105,2)
(619,779,2)
(8,606,2)
(156,625,2)
(953,57,2)
(502,263,2)
(724,728,2)
(447,930,2)
(785,58,2)
(877,762,2)
(425,653,2)
(496,326,2)
(648,154,2)
(143,926,2)
(44,800,2)
(242,921,2)
(478,483,2)
(571,412,2)
(955,223,2)
(784,932,2)
(562,431,2)
(221,52,2)
(288,133,2)
(904,71,2)
(482,206,1)
(644,597,2)
(45,725,2)
(769,787,2)
(65,349,2)
(421,19,2)
(68,555,2)
(157,45,2)
(70,646,2)
(617,242,1)
(340,61,1)
(466,963,2)
(413,713,2)
(954,796,2)
(100,275,1)
(530,925,2)
(504,798,2)
(735,506,2)
(742,172,2)
(569,149,2)
(190,448,2)
(574,866,2)
(47,951,2)
(292,472,2)
(920,858,2)
(132,450,1)
(713,420,2)
(152,634,2)
(304,805,2)
(780,782,2)
(602,933,2)
(528,276,2)
(290,798,2)
(83,37,2)
(922,672,1)
(675,344,2)
(883,200,2)
(242,516,2)
(503,161,2)
(427,124,2)
(360,849,1)
(938,118,2)
(952,540,2)
(10,688,2)
(782,301,2)
(7,22,2)
(760,392,2)
(705,745,2)
(115,343,2)
(305,810,2)
(522,415,2)
(84,619,2)
(573,625,2)
(302,231,2)
(25,437,2)
(738,85,2)
(869,619,2)
(44,226,2)
(215,612,2)
(700,483,2)
(821,670,2)
(846,497,2)
(56,756,2)
(887,517,2)
(946,363,2)
(671,164,2)
(594,998,2)
(228,57,2)
(437,363,2)
(378,542,2)
(486,530,2)
(424,933,1)
(119,38,2)
(942,783,2)
(580,174,2)
(35,338,2)
(156,769,2)
(489,455,2)
(294,942,2)
(610,950,2)
(959,918,2)
(637,666,2)
(936,574,2)
(726,680,2)
(872,392,2)
(600,165,2)
(861,752,1)
(532,688,2)
(150,984,2)
(342,678,2)
(688,392,2)
(165,71,2)
(594,264,2)
(341,976,2)
(952,91,1)
(486,982,2)
(216,250,1)
(165,95,2)
(730,294,2)
(837,875,2)
(193,234,2)
(589,828,2)
(948,917,2)
(789,511,2)
(493,554,1)
(141,915,2)
(806,221,2)
(339,253,2)
(852,501,2)
(365,588,2)
(884,397,2)
(776,752,1)
(849,212,2)
(141,510,2)
(316,153,2)
(298,94,2)
(851,378,2)
(979,71,2)
(651,628,2)
(811,511,1)
(698,561,2)
(833,2,2)
(885,153,2)
(442,74,2)
(246,27,2)
(65,90,2)
(331,73,2)
(841,850,2)
(177,831,2)
(848,779,2)
(434,738,2)
(340,596,2)
(600,520,2)
(596,843,2)
(543,380,2)
(245,296,2)
(239,737,2)
(92,631,2)
(785,259,2)
(110,568,2)
(492,728,2)
(879,933,1)
(239,452,2)
(751,702,2)
(16,680,2)
(162,750,2)
(738,433,2)
(552,79,2)
(724,49,2)
(842,719,2)
(714,631,2)
(425,27,2)
(338,890,2)
(348,404,2)
(415,250,2)
(312,401,2)
(78,432,2)
(386,330,2)
(454,719,2)
(943,88,1)
(304,307,2)
(818,536,2)
(150,685,2)
(295,576,2)
(34,734,2)
(884,743,2)
(463,845,2)
(13,54,2)
(187,924,2)
(209,729,2)
(663,689,2)
(603,852,2)
(756,808,2)
(640,307,2)
(588,806,2)
(202,711,2)
(714,667,1)
(897,974,2)
(221,751,2)
(455,356,2)
(949,118,2)
(599,625,2)
(914,286,2)
(650,475,2)
(631,893,2)
(756,14,2)
(251,187,2)
(90,976,2)
(684,577,2)
(187,326,2)
(191,359,2)
(302,299,2)
(705,883,1)
(960,652,1)
(317,671,2)
(628,91,2)
(659,826,1)
(992,228,1)
(360,231,2)
(87,689,2)
(353,451,1)
(603,883,2)
(436,454,2)
(918,215,2)
(227,927,2)
(22,401,2)
(472,906,2)
(854,968,2)
(672,841,2)
(534,597,2)
(899,351,2)
(86,157,2)
(288,17,1)
(369,730,2)
(574,380,2)
(112,540,2)
(439,225,2)
(359,224,2)
(485,197,2)
(208,226,1)
(343,780,2)
(60,611,2)
(561,380,2)
(788,869,2)
(429,310,1)
(88,416,2)
(522,59,2)
(119,767,2)
(943,789,2)
(568,426,2)
(987,326,2)
(166,200,2)
(928,570,2)
(249,852,1)
(199,217,2)
(102,572,2)
(484,722,2)
(838,392,2)
(75,907,2)
(796,417,2)
(145,283,2)
(508,783,2)
(272,343,2)
(365,440,2)
(758,368,2)
(237,486,2)
(729,288,2)
(885,230,2)
(644,133,2)
(350,668,2)
(997,68,2)
(649,441,2)
(174,722,2)
(526,157,2)
(727,312,2)
(63,346,1)
(282,509,2)
(5,246,1)
(729,802,2)
(252,680,1)
(963,628,1)
(438,750,2)
